3943| 3166| 2373
7291| 4545| 2373
8235| 4774| 2373
31369| 17731| 2373
31453| 17751| 2373
31569| 17784| 2373
32275| 17974| 2373
33098| 18181| 2373
33558| 18298| 2373
33813| 18352| 2373
33957| 18391| 2373
35906| 18838| 2373
37260| 21481| 2373
39344| 22969| 2373
41734| 25220| 2373
46349| 29439| 2373
47910| 30348| 2373
49177| 31039| 2373
54131| 33581| 2373
55023| 34107| 2373
54936| 34075| 2373
55478| 34391| 2373
58092| 35828| 2373
58613| 36110| 2373
63278| 40224| 2373
63692| 40444| 2373
64887| 41062| 2373
65663| 42345| 2373
66125| 42558| 2373
69902| 44730| 2373
72937| 48583| 2373
73770| 48942| 2373
73814| 48964| 2373
75092| 49559| 2373
75788| 49930| 2373
79246| 52454| 2373
79641| 52655| 2373
82344| 54092| 2373
85237| 55881| 2373
86926| 56663| 2373
88046| 57139| 2373
89014| 57627| 2373
97276| 61437| 2373
97237| 61413| 2373
99688| 62665| 2373
100727| 63099| 2373
103194| 64358| 2373
108876| 73593| 2373
110707| 75865| 2373
111027| 75983| 2373
114652| 80537| 2373
122674| 100078| 2373
123508| 100557| 2373
126017| 102481| 2373
126138| 102547| 2373
128902| 103844| 2373
140780| 113817| 2373
143596| 116496| 2373
144484| 117238| 2373
145867| 117810| 2373
147041| 118363| 2373
148375| 118895| 2373
150277| 119795| 2373
151992| 120532| 2373
153626| 121214| 2373
157400| 122831| 2373
159004| 123333| 2373
159161| 123385| 2373
159152| 123382| 2373
159945| 123638| 2373
160138| 123697| 2373
160839| 123946| 2373
160967| 123992| 2373
161608| 124238| 2373
161741| 124291| 2373
162104| 124430| 2373
162428| 124615| 2373
163057| 124913| 2373
163198| 124977| 2373
163436| 125069| 2373
163451| 125077| 2373
164581| 125540| 2373
164613| 125555| 2373
164774| 125625| 2373
164992| 125716| 2373
164994| 125718| 2373
165064| 125743| 2373
164962| 125707| 2373
165151| 125780| 2373
166161| 126129| 2373
166467| 126259| 2373
169968| 128136| 2373
170166| 128215| 2373
170311| 128276| 2373
171182| 128653| 2373
171677| 128841| 2373
172219| 129056| 2373
172290| 129082| 2373
172885| 129319| 2373
180668| 132999| 2373
180818| 133055| 2373
189552| 137973| 2373
194811| 140900| 2373
195550| 141217| 2373
197087| 141935| 2373
197887| 142265| 2373
201776| 144036| 2373
202014| 144129| 2373
204685| 145632| 2373
207015| 146732| 2373
207517| 146941| 2373
208450| 147427| 2373
209731| 147946| 2373
210218| 148123| 2373
214006| 149799| 2373
214533| 150168| 2373
214645| 150217| 2373
216800| 151200| 2373
218673| 154293| 2373
218816| 155148| 2373
219438| 155488| 2373
219729| 156278| 2373
219670| 156269| 2373
220560| 156551| 2373
221812| 159205| 2373
222435| 159778| 2373
223799| 160359| 2373
225795| 161296| 2373
228351| 162794| 2373
231290| 164415| 2373
232347| 164953| 2373
232961| 165401| 2373
233756| 165699| 2373
233949| 165782| 2373
235142| 166661| 2373
237029| 167510| 2373
237121| 167567| 2373
239660| 168714| 2373
242960| 170145| 2373
245877| 171381| 2373
246535| 171653| 2373
249573| 173045| 2373
249893| 173167| 2373
250237| 173337| 2373
250831| 173563| 2373
252700| 174570| 2373
254130| 175174| 2373
255125| 175591| 2373
257407| 176489| 2373
257570| 176566| 2373
259349| 177443| 2373
259579| 177575| 2373
259672| 177609| 2373
259749| 177633| 2373
259885| 177681| 2373
260771| 178231| 2373
263127| 179453| 2373
264215| 179863| 2373
